estado,llave,fn_dia,fn_mes
"09","09099204101","27","10"
"09","09099204102","05","02"
"09","09099204103","02","05"
"09","09099204104","27","02"
"09","09099205101","12","12"
"09","09099301101","27","10"
"09","09099301102","11","12"
"09","09099301103","17","02"
"09","09099301104","06","06"
"09","09099301105","28","11"
"09","09099301106","24","02"
"09","09099302101","17","01"
"09","09099302102","18","09"
"09","09099303101","01","11"
"09","09099303102","21","12"
"09","09099303103","24","09"
"09","09099303104","19","10"
"09","09099305101","24","03"
"09","09099305102","08","12"
"09","09099305103","99","99"
"09","09099305104","99","99"
"09","09099601101","31","07"
"09","09099601102","17","10"
"09","09099602101","03","11"
"09","09099602102","01","09"
"09","09099603101","20","05"
"09","09099604101","26","08"
"09","09099604102","11","12"
"09","09099604103","15","05"
"09","09099604104","06","09"
"09","09099604105","13","12"
"09","09099604106","10","09"
"09","09099605101","14","08"
"09","09099605102","08","12"
"09","09099605103","06","01"
"09","09099605104","21","01"
"09","09099605105","21","05"
"09","09100301101","19","04"
"09","09100301102","17","08"
"09","09100301103","12","04"
"09","09100302101","13","05"
"09","09100302102","10","07"
"09","09100302103","22","10"
"09","09100302104","15","02"
"09","09100302105","22","10"
"09","09100302106","04","11"
"09","09100302107","30","06"
"09","09100302108","28","03"
"09","09100302109","03","01"
"09","09100303101","03","06"
"09","09100303102","12","03"
"09","09100303103","20","03"
"09","09100303104","15","07"
"09","09100303105","14","04"
"09","09100304101","27","08"
"09","09100304102","10","05"
"09","09100305101","02","03"
"09","09100401101","03","12"
"09","09100401102","05","06"
"09","09100401103","19","08"
"09","09100401104","20","08"
"09","09100402101","12","12"
"09","09100402102","23","03"
"09","09100402103","19","02"
"09","09100402104","24","08"
"09","09100402105","24","08"
"09","09100403101","06","10"
"09","09100403102","29","06"
"09","09100403103","25","04"
"09","09100403104","28","11"
"09","09100403105","21","09"
"09","09100405101","14","06"
"09","09100501101","27","10"
"09","09100501102","18","02"
"09","09100502101","11","09"
"09","09100502102","13","03"
"09","09100502103","19","07"
"09","09100502104","09","05"
"09","09100503101","25","03"
"09","09100503102","21","01"
"09","09100505101","25","12"
"09","09100505102","18","07"
"09","09100505103","17","07"
"09","09100505104","24","04"
"09","09100505105","24","10"
"09","09100505106","23","08"
"09","09100602101","17","11"
"09","09100602102","04","05"
"09","09100602103","29","03"
"09","09100603101","25","03"
"09","09100603102","17","10"
"09","09100603103","29","05"
"09","09100604101","16","05"
"09","09100604102","22","04"
"09","09100604103","12","12"
"09","09100605101","28","11"
"09","09100802101","22","03"
"09","09100802102","20","08"
"09","09100802103","15","07"
"09","09100802104","03","01"
"09","09100802105","23","10"
"09","09100804101","09","02"
"09","09100804102","31","12"
"09","09100804103","21","03"
"09","09100804104","03","07"
"09","09100804105","12","02"
"09","09100805101","24","03"
"09","09100805102","02","01"
"09","09100805103","02","03"
"09","09100805104","03","07"
"09","09101001101","06","12"
"09","09101001102","09","05"
"09","09101001103","09","03"
"09","09101003101","09","10"
"09","09101004101","28","01"
"09","09101004102","29","07"
"09","09101005101","03","03"
"09","09101005102","30","10"
"09","09101801101","02","07"
"09","09101801102","24","12"
"09","09101801103","13","09"
"09","09101802101","01","08"
"09","09101802102","25","08"
"09","09101802103","01","12"
"09","09101802104","01","12"
"09","09101802105","18","09"
"09","09101803101","01","07"
"09","09101803102","11","07"
"09","09101803103","24","05"
"09","09101804101","26","02"
"09","09101804102","20","10"
"09","09101804103","23","08"
"09","09101805101","07","03"
"09","09101901101","27","05"
"09","09101901102","28","12"
"09","09101901103","06","02"
"09","09101901104","10","08"
"09","09101901105","26","02"
"09","09101901106","01","08"
"09","09101902101","05","03"
"09","09101902102","01","04"
"09","09101902103","05","11"
"09","09101902104","26","04"
"09","09101902105","18","04"
"09","09101902106","04","10"
"09","09101903102","29","08"
"09","09101903103","03","02"
"09","09101903104","04","03"
"09","09101903105","11","08"
"09","09101904101","22","07"
"09","09101904102","19","02"
"09","09101904103","23","10"
"09","09101904104","09","08"
"09","09101905101","06","10"
"09","09101905102","27","04"
"09","09102001101","09","09"
"09","09102001102","02","12"
"09","09102001103","23","10"
"09","09102001104","12","06"
"09","09102001105","18","06"
"09","09102001106","14","10"
"09","09102001107","15","11"
"09","09102001108","26","01"
"09","09102001109","17","06"
"09","09102002101","18","06"
"09","09102002102","08","08"
"09","09102002103","17","09"
"09","09102002104","06","08"
"09","09102003101","13","02"
"09","09102003102","20","03"
"09","09102003103","12","03"
"09","09102003104","14","08"
"09","09102003105","24","05"
"09","09102003106","11","04"
"09","09102004101","14","02"
"09","09102004102","03","10"
"09","09102004103","21","07"
"09","09102201101","08","11"
"09","09102201102","04","09"
"09","09102201103","21","05"
"09","09102201104","25","11"
"09","09102201105","01","10"
"09","09102202101","13","09"
"09","09102202102","07","12"
"09","09102203101","20","01"
"09","09102204101","19","12"
"09","09102204102","28","06"
"09","09102204103","21","08"
"09","09102204104","08","02"
"09","09102205101","17","09"
"09","09102205102","21","05"
"09","09102205103","19","02"
"09","09102601101","23","06"
"09","09102601102","17","08"
"09","09102601103","24","10"
"09","09102602101","09","06"
"09","09102603101","09","07"
"09","09102603102","20","12"
"09","09102603103","21","03"
"09","09102603104","13","09"
"09","09102604101","20","12"
"09","09102604102","99","12"
"09","09102604103","21","03"
"09","09102604104","13","09"
"09","09102605101","09","01"
"09","09102605102","04","10"
"09","09103302101","17","03"
"09","09103302102","03","07"
"09","09103303101","16","12"
"09","09103303102","30","12"
"09","09103304101","11","11"
"09","09103304102","04","07"
"09","09103304103","14","10"
"09","09103305101","17","05"
"09","09103401101","13","12"
"09","09103401102","06","03"
"09","09103401103","23","12"
"09","09103402101","30","04"
"09","09103402102","14","04"
"09","09103403101","12","08"
"09","09103403102","26","10"
"09","09103403103","26","12"
"09","09103403104","21","01"
"09","09103403105","99","99"
"09","09103404101","11","01"
"09","09103404102","15","07"
"09","09103405101","12","05"
"09","09103405102","02","03"
"09","09103405103","16","12"
"09","09103405104","28","02"
"09","09103501101","28","05"
"09","09103501102","04","09"
"09","09103502101","21","12"
"09","09103502102","25","06"
"09","09103502103","01","03"
"09","09103503101","18","08"
"09","09103503102","07","07"
"09","09103503103","23","09"
"09","09103503104","11","06"
"09","09103504101","08","06"
"09","09103504102","15","05"
"09","09103504103","27","04"
"09","09103505101","26","07"
"09","09103505102","28","11"
"09","09103505103","08","02"
"09","09103505104","07","12"
"09","09103505105","09","10"
"09","09103505106","24","01"
"09","09103505107","29","05"
"09","09103505108","10","11"
"09","09103701101","03","02"
"09","09103701102","09","09"
"09","09103701103","04","05"
"09","09103701104","06","10"
"09","09103702101","11","04"
"09","09103702102","04","09"
"09","09103703101","11","07"
"09","09103703102","18","10"
"09","09103705101","02","02"
"09","09103705102","07","02"
"09","09103705103","02","05"
"09","09103705104","20","02"
"09","09103705105","02","05"
"09","09103801101","26","02"
"09","09103802101","01","06"
"09","09103803101","15","02"
"09","09103803102","16","04"
"09","09103804101","05","04"
"09","09103804102","20","02"
"09","09103805101","19","06"
"09","09104001101","03","02"
"09","09104001102","18","01"
"09","09104001103","13","07"
"09","09104001104","20","11"
"09","09104002101","31","10"
"09","09104002102","05","08"
"09","09104002103","13","05"
"09","09104003101","23","08"
"09","09104003102","09","10"
"09","09104003103","09","02"
"09","09104003104","09","05"
"09","09104003105","09","05"
"09","09104004101","24","07"
"09","09104004102","23","07"
"09","09106901101","11","08"
"09","09106901102","25","08"
"09","09106901103","29","10"
"09","09106902101","12","10"
"09","09106902102","13","05"
"09","09106902103","12","09"
"09","09106903101","01","07"
"09","09106903102","20","11"
"09","09106903103","02","03"
"09","09106904101","11","06"
"09","09106904102","07","03"
"09","09106904103","09","04"
"09","09106905101","27","05"
"09","09106905102","17","04"
"09","09107101101","03","10"
"09","09107101102","06","05"
"09","09107101103","11","09"
"09","09107101104","15","09"
"09","09107102101","26","09"
"09","09107102102","02","05"
"09","09107102103","15","06"
"09","09107103101","07","06"
"09","09107103102","19","07"
"09","09107103103","99","99"
"09","09107103104","99","99"
"09","09107104101","15","10"
"09","09107105101","22","01"
"09","09107105102","29","09"
"09","09107105103","06","12"
"09","09107105104","08","12"
"09","09107301101","17","07"
"09","09107301102","30","06"
"09","09107301103","03","07"
"09","09107301104","05","08"
"09","09107302101","04","06"
"09","09107302102","23","11"
"09","09107303101","23","09"
"09","09107303102","02","11"
"09","09107303103","16","09"
"09","09107303104","13","06"
"09","09108101101","10","09"
"09","09108101102","11","11"
"09","09108101103","06","10"
"09","09108101104","10","11"
"09","09108102101","03","10"
"09","09108102102","18","06"
"09","09108102103","08","02"
"09","09108102104","06","08"
"09","09108102105","21","10"
"09","09108102106","13","06"
"09","09108102107","16","01"
"09","09108103101","21","04"
"09","09108103102","16","05"
"09","09108103103","02","12"
"09","09108105101","05","09"
"09","09108105102","04","11"
"09","09108105103","19","01"
"09","09108105104","17","06"
"09","09108105105","24","06"
"09","09108201101","16","07"
"09","09108201102","99","99"
"09","09108202101","04","09"
"09","09108202102","18","11"
"09","09108202103","15","10"
"09","09108202104","27","09"
"09","09108202105","08","07"
"09","09108203101","14","04"
"09","09108203102","13","10"
"09","09108203103","12","11"
"09","09108203104","29","09"
"09","09108204101","01","08"
"09","09108204102","29","11"
"09","09108204103","24","04"
"09","09108204104","08","03"
"09","09108204105","06","02"
"09","09108205101","07","07"
"09","09108205102","06","04"
"09","09108205103","12","04"
"09","09108205104","01","04"
"09","09108301101","07","09"
"09","09108302101","05","04"
"09","09108303101","17","05"
"09","09108305101","30","03"
"09","09108305102","21","07"
"09","09108305103","21","01"
"09","09108305104","06","07"
"09","09108401101","20","02"
"09","09108401102","20","02"
"09","09108401103","27","10"
"09","09108401104","27","07"
"09","09108401105","12","04"
"09","09108402101","23","01"
"09","09108402102","23","11"
"09","09108402103","19","10"
"09","09108402104","04","05"
"09","09108402105","03","12"
"09","09108403101","03","11"
"09","09108403102","16","09"
"09","09108403103","23","04"
"09","09108403104","08","01"
"09","09108403105","16","02"
"09","09108403106","27","08"
"09","09108404101","25","04"
"09","09108404102","26","08"
"09","09108404103","09","12"
"09","09108405101","11","07"
"09","09108405102","09","07"
"09","09108405103","07","10"
"09","09108501101","19","08"
"09","09108501102","06","09"
"09","09108502101","22","07"
"09","09108502102","01","09"
"09","09108502103","20","10"
"09","09108502104","10","07"
"09","09108502105","21","06"
"09","09108502106","11","12"
"09","09108503101","11","08"
"09","09108503102","25","01"
"09","09108503103","10","09"
"09","09108503104","10","09"
"09","09108503105","07","10"
"09","09108505101","05","01"
"09","09108505102","31","10"
"09","09108505103","30","09"
"09","09108505104","07","12"
"09","09108505105","05","12"
"09","09108505106","09","06"
"09","09108601101","06","04"
"09","09108601102","12","08"
"09","09108601103","26","01"
"09","09108601104","24","01"
"09","09108601105","17","05"
"09","09108601106","13","09"
"09","09108601107","25","07"
"09","09108601108","12","08"
"09","09108601109","99","04"
"09","09108601110","99","11"
"09","09108602101","30","04"
"09","09108602102","07","03"
"09","09108602103","01","10"
"09","09108602104","30","04"
"09","09108602105","05","04"
"09","09108603101","10","12"
"09","09108603102","99","05"
"09","09108603103","99","07"
"09","09108603104","08","07"
"09","09108604101","21","05"
"09","09108604102","14","04"
"09","09108604103","05","04"
"09","09108604104","99","06"
"09","09108604105","27","05"
"09","09108605101","12","08"
"09","09108605102","04","02"
"09","09108701101","15","07"
"09","09108703101","26","12"
"09","09108704101","29","04"
"09","09108704102","10","11"
"09","09108704103","03","11"
"09","09108901101","26","05"
"09","09108901102","12","10"
"09","09108902101","11","06"
"09","09108902102","27","12"
"09","09108902103","13","11"
"09","09108902104","10","02"
"09","09108902105","08","03"
"09","09108903101","06","04"
"09","09108903102","29","04"
"09","09108903103","15","04"
"09","09108903104","09","08"
"09","09108903105","14","05"
"09","09108904101","25","03"
"09","09108904102","30","09"
"09","09108904103","17","02"
"09","09108904104","25","03"
"09","09108904105","15","04"
"09","09108904106","16","08"
"09","09108904107","04","09"
"09","09108905101","14","07"
"09","09108905102","23","07"
"09","09108905103","15","09"
"09","09108905104","15","10"
"09","09109001101","27","12"
"09","09109001102","12","10"
"09","09109001103","03","11"
"09","09109001104","15","07"
"09","09109001105","16","07"
"09","09109002101","07","03"
"09","09109002102","20","06"
"09","09109002103","21","07"
"09","09109004101","27","05"
"09","09109004102","16","07"
"09","09109005101","08","09"
"09","09109005102","13","01"
"09","09109005103","17","10"
"09","09109005104","27","02"
"09","09109005105","03","09"
"09","09109601101","12","10"
"09","09109601102","15","05"
"09","09109601103","28","11"
"09","09109601104","23","03"
"09","09109603101","17","11"
"09","09109603102","10","06"
"09","09109603103","15","03"
"09","09109603104","15","07"
"09","09109603105","15","12"
"09","09109701101","24","08"
"09","09109701102","21","03"
"09","09109701103","22","03"
"09","09109701104","08","08"
"09","09109701105","08","01"
"09","09109701106","08","08"
"09","09109703101","29","01"
"09","09109703102","01","01"
"09","09109703103","12","03"
"09","09109703201","12","03"
"09","09109703202","24","01"
"09","09109703203","24","10"
"09","09109704101","27","06"
"09","09109704102","30","08"
"09","09109704103","03","10"
"09","09109704104","21","05"
"09","09109704105","31","05"
"09","09109705101","30","12"
"09","09109705102","12","02"
"09","09109705103","20","07"
"09","09109705104","30","10"
"09","09109705105","14","02"
"09","09109901101","13","11"
"09","09109901102","28","04"
"09","09109901103","10","09"
"09","09109901104","02","04"
"09","09109901105","24","04"
"09","09109902101","15","05"
"09","09109902102","07","06"
"09","09109902103","19","10"
"09","09109903101","16","06"
"09","09109903102","16","04"
"09","09109903103","13","11"
"09","09109903104","16","06"
"09","09109903105","13","01"
"09","09109903106","13","06"
"09","09109904101","04","04"
"09","09109904102","23","04"
"09","09109904103","20","11"
"09","09109904104","28","09"
"09","09109905101","03","04"
"09","09109905102","23","04"
"09","09109905103","20","11"
"09","09109905104","23","09"
"09","09110001101","26","05"
"09","09110001102","03","05"
"09","09110001103","04","08"
"09","09110001104","16","03"
"09","09110001105","25","09"
"09","09110002101","19","04"
"09","09110002102","12","02"
"09","09110002103","09","04"
"09","09110002104","11","03"
"09","09110002105","13","02"
"09","09110002106","01","03"
"09","09110003101","30","01"
"09","09110003102","28","04"
"09","09110003103","12","03"
"09","09110003104","29","04"
"09","09110004101","23","07"
"09","09110004102","18","09"
"09","09110005101","15","10"
"09","09110005102","30","04"
"09","09110101101","14","09"
"09","09110101102","02","04"
"09","09110101103","09","07"
"09","09110101104","13","11"
"09","09110101105","23","06"
"09","09110102101","12","09"
"09","09110102102","23","07"
"09","09110102103","06","04"
"09","09110102104","31","07"
"09","09110102105","12","11"
"09","09110102106","11","11"
"09","09110102107","23","03"
"09","09110103101","01","07"
"09","09110103102","15","05"
"09","09110103103","14","06"
"09","09110103104","15","01"
"09","09110103105","22","06"
"09","09110103106","16","11"
"09","09110104101","29","06"
"09","09110104102","26","02"
"09","09110105101","07","04"
"09","09110105102","03","06"
"09","09110105103","08","03"
"09","09110105104","22","08"
"09","09110105201","10","01"
"09","09110105202","04","07"
"09","09110105203","15","11"
"09","09110105204","13","10"
"09","09110202101","21","11"
"09","09110202102","18","08"
"09","09110202103","15","09"
"09","09110202104","09","10"
"09","09110202105","17","09"
"09","09110203101","05","12"
"09","09110203102","29","12"
"09","09110204101","02","07"
"09","09110205101","22","05"
"09","09110205102","19","03"
"09","09110205103","03","11"
"09","09110205104","02","07"
"09","09110401101","27","05"
"09","09110402101","15","10"
"09","09110402102","05","10"
"09","09110402103","19","04"
"09","09110403101","21","06"
"09","09110403102","23","12"
"09","09110404101","31","12"
"09","09110404102","07","05"
"09","09110404103","26","12"
"09","09110405101","99","99"
"09","09110405102","99","99"
"09","09110405103","99","99"
"09","09110501101","15","08"
"09","09110501102","15","12"
"09","09110501103","14","11"
"09","09110501104","31","08"
"09","09110502101","06","08"
"09","09110503101","27","10"
"09","09110503102","02","12"
"09","09110503103","30","12"
"09","09110503104","22","11"
"09","09110503105","14","07"
"09","09110504101","07","05"
"09","09110504102","07","02"
"09","09110504103","19","10"
"09","09110504104","13","05"
"09","09110504105","24","12"
"09","09110504106","19","11"
"09","09110504107","19","09"
"09","09110505101","12","12"
"09","09110505102","16","11"
"09","09111301101","12","06"
"09","09111302101","02","02"
"09","09111302102","21","05"
"09","09111302103","07","03"
"09","09111304101","26","03"
"09","09111304102","01","11"
"09","09111501101","29","06"
"09","09111501102","21","12"
"09","09111501103","29","05"
"09","09111501104","06","12"
"09","09111501105","06","01"
"09","09111501106","08","09"
"09","09111501107","02","08"
"09","09111501108","22","10"
"09","09111502101","11","02"
"09","09111502102","26","04"
"09","09111502103","08","06"
"09","09111503101","21","02"
"09","09111503102","01","04"
"09","09111503103","21","07"
"09","09111504101","08","06"
"09","09111504102","05","09"
"09","09111504103","99","99"
"09","09111505101","17","11"
"09","09111505102","24","05"
"09","09111505103","18","08"
"09","09111505104","22","02"
"09","09111505105","19","10"
"09","09111505106","31","05"
"09","09111505107","99","99"
"09","09111601101","31","08"
"09","09111601102","04","04"
"09","09111601103","15","02"
"09","09111602101","07","12"
"09","09111602102","09","09"
"09","09111602103","05","06"
"09","09111602104","21","09"
"09","09111602105","27","02"
"09","09111603101","18","11"
"09","09111603102","22","12"
"09","09111603103","19","09"
"09","09111603104","30","03"
"09","09111604101","23","01"
"09","09111604102","26","06"
"09","09111604103","25","02"
"09","09111604104","01","11"
"09","09111605101","17","02"
"09","09111605102","10","05"
"09","09111605103","19","10"
"09","09111605104","16","02"
"09","09111701101","22","03"
"09","09111701102","20","02"
"09","09111701103","28","05"
"09","09111702101","15","06"
"09","09111702102","15","11"
"09","09111702103","18","03"
"09","09111703101","12","12"
"09","09111703102","21","08"
"09","09111703103","15","10"
"09","09111703104","13","02"
"09","09111704101","01","05"
"09","09111704102","01","06"
"09","09111704103","25","08"
"09","09111704104","17","05"
"09","09111704105","09","10"
"09","09111704106","25","07"
"09","09111705101","10","07"
"09","09111705102","08","02"
"09","09111705103","09","12"
"09","09111801101","16","11"
"09","09111801102","15","11"
"09","09111801103","23","04"
"09","09111801104","23","04"
"09","09111801105","15","06"
"09","09111802101","12","01"
"09","09111802102","15","02"
"09","09111802103","19","01"
"09","09111802104","10","05"
"09","09111803101","07","05"
"09","09111803102","23","11"
"09","09111803103","06","07"
"09","09111804101","11","04"
"09","09111804102","99","99"
"09","09111804103","21","04"
"09","09111804104","07","11"
"09","09111804105","02","07"
"09","09111804106","27","10"
"09","09111805101","14","03"
"09","09111805102","09","08"
"09","09111902101","09","08"
"09","09111902102","01","06"
"09","09111902103","20","08"
"09","09111902104","30","09"
"09","09111902105","23","11"
"09","09111902106","03","10"
"09","09111902107","21","10"
"09","09111903101","31","05"
"09","09111903102","21","07"
"09","09111903103","12","05"
"09","09111903104","22","08"
"09","09111904101","12","06"
"09","09111905101","11","01"
"09","09111905102","01","02"
"09","09111905103","30","03"
"09","09114201101","13","10"
"09","09114201102","07","03"
"09","09114201103","24","01"
"09","09114201104","23","09"
"09","09114202101","10","06"
"09","09114202102","05","04"
"09","09114203101","29","09"
"09","09114203102","24","06"
"09","09114203103","05","04"
"09","09114203104","25","07"
"09","09114204101","20","10"
"09","09114204102","24","05"
"09","09114204103","02","10"
"09","09114205101","02","06"
"09","09114205102","20","02"
"09","09114205103","18","05"
"09","09114205104","11","11"
"09","09114301101","14","04"
"09","09114301102","24","08"
"09","09114301103","08","11"
"09","09114301104","11","07"
"09","09114301105","05","11"
"09","09114301106","29","07"
"09","09114301107","29","10"
"09","09114302101","19","04"
"09","09114302102","19","03"
"09","09114302103","28","11"
"09","09114302104","10","05"
"09","09114302105","09","07"
"09","09114302106","21","02"
"09","09114302107","22","02"
"09","09114303101","30","08"
"09","09114303102","03","05"
"09","09114304101","19","02"
"09","09114304102","13","06"
"09","09114304103","12","03"
"09","09114304104","18","07"
"09","09114304105","23","08"
"09","09114305101","22","09"
"09","09114305102","18","09"
"09","09114305103","28","01"
"09","09114305104","16","02"
"09","09114401101","12","07"
"09","09114401102","18","01"
"09","09114401103","17","02"
"09","09114401104","30","08"
"09","09114401105","24","07"
"09","09114401106","10","07"
"09","09114401107","26","04"
"09","09114401108","19","10"
"09","09114401109","26","07"
"09","09114404101","02","09"
"09","09114404102","17","02"
"09","09114404103","30","01"
"09","09114404104","19","02"
"09","09114405101","22","10"
"09","09114405102","26","02"
"09","09114405103","09","04"
"09","09114405104","06","06"
"09","09114405105","31","08"
"09","09114602101","16","11"
"09","09114602102","14","02"
"09","09114602103","14","01"
"09","09114603101","01","07"
"09","09114603102","08","08"
"09","09114603103","16","05"
"09","09114604101","27","11"
"09","09114604102","04","09"
"09","09114604103","08","01"
"09","09114605101","13","06"
"09","09114605102","08","04"
"09","09114605103","14","02"
"09","09114605104","26","09"
"09","09114605105","02","05"
"09","09114605106","06","10"
"09","09114801101","03","04"
"09","09114801102","12","11"
"09","09114802101","10","02"
"09","09114802102","12","01"
"09","09114802103","07","99"
"09","09114802104","13","04"
"09","09114802105","26","06"
"09","09114802106","04","02"
"09","09114803101","12","11"
"09","09114803102","24","09"
"09","09114803103","14","07"
"09","09114804101","18","08"
"09","09114804102","09","06"
"09","09114804103","28","05"
"09","09114804104","18","03"
"09","09114805101","10","12"
"09","09114805102","23","09"
"09","09115001101","25","05"
"09","09115001102","18","09"
"09","09115001103","28","07"
"09","09115001104","07","11"
"09","09115002101","09","04"
"09","09115002102","26","02"
"09","09115003101","30","07"
"09","09115003102","29","12"
"09","09115003103","18","03"
"09","09115004101","12","09"
"09","09115004102","23","07"
"09","09115004103","04","03"
"09","09115004104","02","07"
"09","09115701101","13","11"
"09","09115701102","16","06"
"09","09115701103","06","09"
"09","09115701104","24","12"
"09","09115702101","28","10"
"09","09115702102","14","05"
"09","09115702103","10","04"
"09","09115703101","12","05"
"09","09115703102","15","04"
"09","09115703103","13","02"
"09","09115703104","16","07"
"09","09115703105","11","02"
"09","09115704101","10","01"
"09","09115704102","28","10"
"09","09115704103","27","08"
"09","09115704104","30","08"
"09","09115705101","29","09"
"09","09115705102","11","12"
"09","09115705103","99","02"
"09","09115705104","02","01"
"09","09116001101","09","05"
"09","09116002101","28","02"
"09","09116003101","25","08"
"09","09116004101","01","03"
"09","09116101101","15","01"
"09","09116101102","23","03"
"09","09116101103","13","06"
"09","09116101104","19","08"
"09","09116103101","30","10"
"09","09116103102","09","03"
"09","09116103103","26","11"
"09","09116103104","05","01"
"09","09116103105","13","02"
"09","09116103106","03","07"
"09","09116104101","27","10"
"09","09116104102","14","11"
"09","09116104103","27","02"
"09","09116105101","10","05"
"09","09116105102","02","04"
"09","09116105103","05","07"
"09","09116105104","10","05"
"09","09116201101","27","06"
"09","09116201102","27","02"
"09","09116201103","04","03"
"09","09116201104","21","08"
"09","09116202101","30","08"
"09","09116202102","06","12"
"09","09116203101","16","12"
"09","09116203102","24","11"
"09","09116203103","27","04"
"09","09116203104","09","10"
"09","09116203105","22","03"
"09","09116204105","03","02"
"09","09116204107","20","10"
"09","09116204106","07","03"
"09","09116204101","10","07"
"09","09116204104","10","02"
"09","09116204103","19","01"
"09","09116204102","29","01"
"09","09116204201","28","06"
"09","09116204202","16","11"
"09","09116204203","02","07"
"09","09116204301","29","03"
"09","09116204302","14","05"
"09","09116204401","13","03"
"09","09116204402","22","06"
"09","09116204403","23","04"
"09","09116204404","30","01"
"09","09116205101","31","10"
"09","09116301101","12","03"
"09","09116301102","99","99"
"09","09116301103","99","99"
"09","09116302101","04","06"
"09","09116303101","10","06"
"09","09116303102","04","05"
"09","09116303103","13","12"
"09","09116303104","01","08"
"09","09116303105","03","08"
"09","09116304101","13","02"
"09","09116304102","12","04"
"09","09116304103","03","05"
"09","09116304104","11","03"
"09","09116305101","19","08"
"09","09116305102","15","05"
"09","09116305103","13","05"
"09","09116305104","24","07"
"09","09116501101","14","06"
"09","09116501102","14","05"
"09","09116502101","21","08"
"09","09116502102","20","04"
"09","09116503101","20","03"
"09","09116503102","19","12"
"09","09116504101","30","12"
"09","09116504102","08","01"
"09","09116504103","29","09"
"09","09116505101","20","12"
"09","09116505102","03","02"
"09","09116505103","08","05"
"09","09116505104","11","01"
"09","09116601101","25","09"
"09","09116601102","21","01"
"09","09116602101","24","12"
"09","09116602102","30","04"
"09","09116603101","15","04"
"09","09116603102","26","04"
"09","09116604101","23","09"
"09","09116605101","27","11"
"09","09116605102","01","06"
"09","09116701101","03","03"
"09","09116701102","05","03"
"09","09116702101","30","07"
"09","09116702102","08","12"
"09","09116702103","11","01"
"09","09116703101","21","01"
"09","09116703102","28","01"
"09","09116703103","19","02"
"09","09116703104","30","04"
"09","09116703105","14","11"
"09","09116704101","15","01"
"09","09116704102","31","10"
"09","09116704103","05","09"
"09","09116704104","27","04"
"09","09116704105","13","02"
"09","09116704106","01","08"
"09","09116705101","17","07"
"09","09117401105","01","06"
"09","09117401106","14","10"
"09","09117401107","22","07"
"09","09117401108","07","05"
"09","09117401109","06","03"
"09","09117402105","27","12"
"09","09117402106","23","11"
"09","09117402107","22","02"
"09","09117403101","17","08"
"09","09117403102","21","05"
"09","09117403103","15","07"
"09","09117403104","22","08"
"09","09117403105","22","08"
"09","09117404101","01","05"
"09","09117404102","21","04"
"09","09117404103","30","03"
"09","09117405101","06","02"
"09","09117405102","01","08"
"09","09117405103","24","09"
"09","09117405104","06","09"
"09","09117601101","16","06"
"09","09117601102","14","02"
"09","09117601103","27","07"
"09","09117601104","09","11"
"09","09117601105","08","03"
"09","09117602101","99","99"
"09","09117602102","99","99"
"09","09117602103","99","99"
"09","09117602104","99","99"
"09","09117602105","15","04"
"09","09117602106","14","03"
"09","09117603101","04","09"
"09","09117603102","30","03"
"09","09117603103","04","01"
"09","09117603104","28","07"
"09","09117604101","01","01"
"09","09117604102","16","12"
"09","09117604103","20","01"
"09","09117604104","18","10"
"09","09117605101","07","12"
"09","09117605102","13","06"
"09","09117701101","02","04"
"09","09117701102","06","08"
"09","09117701103","06","10"
"09","09117701104","21","03"
"09","09117701105","02","02"
"09","09117702101","25","06"
"09","09117703101","12","05"
"09","09117703201","07","07"
"09","09117703202","09","01"
"09","09117703203","18","10"
"09","09117703301","20","04"
"09","09117703302","24","08"
"09","09117704101","25","01"
"09","09117704102","27","09"
"09","09117704103","18","07"
"09","09117704104","19","01"
"09","09117705101","08","04"
"09","09117801101","07","09"
"09","09117801102","20","08"
"09","09117802101","08","08"
"09","09117802102","25","05"
"09","09117803101","10","01"
"09","09117803102","14","03"
"09","09117803103","18","03"
"09","09117804101","10","05"
"09","09117804102","26","11"
"09","09117804103","11","08"
"09","09117805101","25","03"
"09","09117805102","18","09"
"09","09117805103","27","06"
"09","09117901101","27","08"
"09","09117901102","15","05"
"09","09117901103","31","05"
"09","09117901104","25","08"
"09","09117901105","05","05"
"09","09117902101","07","07"
"09","09117902102","10","09"
"09","09117902103","06","06"
"09","09117902104","25","04"
"09","09117902105","17","09"
"09","09117902106","11","06"
"09","09117902107","28","11"
"09","09117902108","06","08"
"09","09117903101","18","05"
"09","09117903102","25","10"
"09","09117903103","31","08"
"09","09117903104","27","06"
"09","09117903105","24","04"
"09","09117904101","14","06"
"09","09117904102","10","05"
"09","09117904103","09","09"
"09","09117905101","13","11"
"09","09117905102","20","05"
"09","09117905103","03","04"
"09","09118002101","05","11"
"09","09118002102","08","12"
"09","09118002103","30","07"
"09","09118003101","26","01"
"09","09118003102","12","07"
"09","09118003103","01","04"
"09","09118003104","22","06"
"09","09118005101","99","99"
"09","09118005102","07","04"
"09","09118005103","30","05"
"09","09118005104","01","11"
"09","09118301101","14","05"
"09","09118301102","21","08"
"09","09118301103","15","06"
"09","09118302101","12","08"
"09","09118302102","25","04"
"09","09118303101","28","10"
"09","09118304101","17","09"
"09","09118305101","27","05"
"09","09119002101","15","07"
"09","09119002102","28","09"
"09","09119002103","28","03"
"09","09119003101","05","06"
