iter,time,f(xk),||Df(xk)||
184,0.000082,1.215256e+02,4.68576199
185,0.000083,1.215207e+02,6.15354002
186,0.000082,1.215026e+02,2.67693700
187,0.000093,1.214978e+02,10.39325335
188,0.000090,1.214528e+02,3.24092467
189,0.000118,1.214435e+02,3.93233278
190,0.000095,1.214362e+02,5.07982439
191,0.000116,1.214335e+02,6.88509659
192,0.001624,1.214120e+02,2.80387975
193,0.000102,1.214009e+02,6.08135981
194,0.000096,1.213835e+02,2.72443831
195,0.000102,1.213699e+02,5.52717993
196,0.000102,1.213698e+02,7.68972320
197,0.000101,1.213443e+02,2.96253879
198,0.000105,1.213386e+02,7.22401450
199,0.000100,1.213158e+02,2.91552604
200,0.000105,1.213087e+02,6.94829315
201,0.000102,1.212873e+02,2.89400327
202,0.000107,1.212796e+02,6.83379167
203,0.000100,1.212590e+02,2.89467060
204,0.001274,1.212513e+02,6.86749029
205,0.000095,1.212306e+02,2.91709434
206,0.000116,1.212239e+02,7.04873618
207,0.000085,1.212023e+02,2.96356813
208,0.000082,1.211973e+02,7.38906912
209,0.000082,1.211741e+02,3.03936405
210,0.000085,1.211719e+02,7.91285841
211,0.000083,1.211460e+02,3.15350340
212,0.000081,1.211368e+02,3.95284925
213,0.000084,1.211307e+02,5.40460353
214,0.000090,1.211167e+02,2.74928170
215,0.000085,1.211045e+02,5.93057605
216,0.001087,1.210885e+02,2.84190655
217,0.000092,1.210796e+02,6.65129316
218,0.000136,1.210604e+02,2.97846734
219,0.000133,1.210564e+02,7.62917175
220,0.000102,1.210325e+02,3.18015888
221,0.000106,1.210235e+02,4.06301933
222,0.000106,1.210183e+02,5.70735299
223,0.000104,1.210033e+02,2.84632859
224,0.000110,1.209948e+02,6.76699518
225,0.000109,1.209754e+02,3.05577039
226,0.000098,1.209747e+02,8.24449866
227,0.000113,1.209478e+02,3.38530188
228,0.001398,1.209398e+02,4.51115500
229,0.000100,1.209370e+02,6.58480970
230,0.000106,1.209186e+02,3.04832681
231,0.000105,1.209178e+02,8.24467717
232,0.000095,1.208911e+02,3.42480512
233,0.000093,1.208833e+02,4.62130936
234,0.000101,1.208815e+02,6.84781654
235,0.000102,1.208620e+02,3.14156037
236,0.000101,1.208532e+02,4.07300913
237,0.000103,1.208485e+02,5.87733959
238,0.000097,1.208332e+02,2.95086547
239,0.000101,1.208290e+02,7.66606626
240,0.001080,1.208057e+02,3.35869560
241,0.000079,1.207978e+02,4.54197879
242,0.000081,1.207959e+02,6.79663026
243,0.000081,1.207769e+02,3.18202784
244,0.000080,1.207683e+02,4.19815386
245,0.000078,1.207645e+02,6.18645660
246,0.000079,1.207482e+02,3.05683752
247,0.000079,1.207392e+02,3.94599295
248,0.000081,1.207341e+02,5.73844665
249,0.000079,1.207197e+02,2.97574087
250,0.000080,1.207168e+02,7.95930720
251,0.000078,1.206926e+02,3.52514576
252,0.000934,1.206856e+02,4.94692621
253,0.000076,1.206739e+02,2.82624205
254,0.000090,1.206655e+02,6.88417148
255,0.000088,1.206465e+02,3.28197727
256,0.000085,1.206385e+02,4.47335554
257,0.000081,1.206368e+02,6.82533305
258,0.000123,1.206181e+02,3.27950130
259,0.000092,1.206101e+02,4.48120690
260,0.000094,1.206085e+02,6.87233149
261,0.000093,1.205898e+02,3.31308468
262,0.000095,1.205820e+02,4.56843669
263,0.000094,1.205811e+02,7.06021371
264,0.001313,1.205615e+02,3.37482666
265,0.000093,1.205541e+02,4.71233670
266,0.000097,1.205432e+02,2.81449457
267,0.000097,1.205347e+02,6.88091368
268,0.000098,1.205160e+02,3.35495929
269,0.000099,1.205085e+02,4.69481256
270,0.000093,1.204978e+02,2.82330921
271,0.000098,1.204897e+02,6.98535172
272,0.000104,1.204707e+02,3.41073536
273,0.000098,1.204636e+02,4.83813196
274,0.000091,1.204525e+02,2.86862869
275,0.000098,1.204462e+02,7.37937755
276,0.001101,1.204256e+02,3.55113354
277,0.000080,1.204192e+02,5.16152098
278,0.000077,1.204072e+02,2.96019949
279,0.000079,1.204047e+02,8.11384257
280,0.000080,1.203808e+02,3.80257342
281,0.000079,1.203759e+02,5.71470232
282,0.000078,1.203621e+02,3.11927019
283,0.000078,1.203537e+02,4.24606138
284,0.000088,1.203515e+02,6.64057113
285,0.000079,1.203344e+02,3.39468733
286,0.000082,1.203273e+02,4.87710190
287,0.000077,1.203163e+02,2.91955213
288,0.000947,1.203124e+02,7.88687764
289,0.000076,1.202900e+02,3.80420914
290,0.000077,1.202852e+02,5.78075066
291,0.000074,1.202714e+02,3.17731090
292,0.000075,1.202633e+02,4.41815729
293,0.000075,1.202626e+02,7.05687301
294,0.000077,1.202439e+02,3.56756724
295,0.000077,1.202379e+02,5.30112403
296,0.000079,1.202257e+02,3.05895546
297,0.000083,1.202171e+02,4.15761438
298,0.000164,1.202147e+02,6.56675917
299,0.000103,1.201982e+02,3.44430055
300,0.001237,1.201916e+02,5.05638082
301,0.000093,1.201801e+02,3.00811060
302,0.000093,1.201713e+02,4.05191706
303,0.000096,1.201684e+02,6.37718142
304,0.000092,1.201526e+02,3.40532057
305,0.000090,1.201459e+02,4.99009839
306,0.000110,1.201347e+02,3.00238003
307,0.000092,1.201259e+02,4.05227323
308,0.000093,1.201231e+02,6.41266571
309,0.000097,1.201073e+02,3.44130666
310,0.000100,1.201008e+02,5.09511595
311,0.000104,1.200893e+02,3.04734678
312,0.001250,1.200808e+02,4.17870423
313,0.000079,1.200789e+02,6.70698819
314,0.000081,1.200621e+02,3.55640112
315,0.000088,1.200563e+02,5.37500901
316,0.000077,1.200441e+02,3.14328694
317,0.000079,1.200361e+02,4.42706166
318,0.000078,1.200265e+02,2.87527442
319,0.000078,1.200214e+02,7.73304993
320,0.000079,1.200006e+02,3.94296034
321,0.000081,1.199973e+02,6.25938402
322,0.000078,1.199823e+02,3.44759882
323,0.000079,1.199760e+02,5.16825885
324,0.000992,1.199645e+02,3.10685094
325,0.000074,1.199563e+02,4.36738827
326,0.000079,1.199561e+02,7.19775300
327,0.000075,1.199377e+02,3.79479887
328,0.000074,1.199336e+02,5.97541474
329,0.000084,1.199197e+02,3.38249767
330,0.000078,1.199131e+02,5.04722544
331,0.000075,1.199020e+02,3.08978504
332,0.000077,1.198938e+02,4.34753458
333,0.000078,1.198936e+02,7.19775931
334,0.000075,1.198753e+02,3.82645908
335,0.000078,1.198715e+02,6.07912413
336,0.001051,1.198573e+02,3.44134605
337,0.000086,1.198511e+02,5.21154573
338,0.000084,1.198396e+02,3.15943765
339,0.000087,1.198319e+02,4.54138790
340,0.000086,1.198221e+02,2.95477249
341,0.000094,1.198209e+02,8.50907801
342,0.000091,1.197972e+02,4.36774633
343,0.000087,1.197880e+02,2.91050877
344,0.000094,1.197849e+02,8.18016348
345,0.000089,1.197629e+02,4.26712814
346,0.000095,1.197624e+02,7.11857650
347,0.000090,1.197447e+02,3.87060110
348,0.001213,1.197415e+02,6.25359119
349,0.000088,1.197269e+02,3.55933378
350,0.000099,1.197216e+02,5.54906747
351,0.000095,1.197093e+02,3.31594506
352,0.000093,1.197025e+02,4.97565767
353,0.000087,1.196918e+02,3.12620521
354,0.000095,1.196840e+02,4.50948454
355,0.000093,1.196745e+02,2.97856596
356,0.000092,1.196659e+02,4.13101424
357,0.000087,1.196646e+02,6.87881229
358,0.000080,1.196480e+02,3.82595991
359,0.000082,1.196446e+02,6.20274656
360,0.000992,1.196304e+02,3.57894987
361,0.000078,1.196253e+02,5.63830190
362,0.000077,1.196128e+02,3.37906719
363,0.000085,1.196066e+02,5.16662565
364,0.000077,1.195954e+02,3.21733620
365,0.000075,1.195882e+02,4.77219745
366,0.000076,1.195781e+02,3.08640395
367,0.000077,1.195702e+02,4.44217703
368,0.000078,1.195609e+02,2.98027925
369,0.000077,1.195523e+02,4.16590360
370,0.000077,1.195516e+02,7.02720742
371,0.000076,1.195347e+02,3.94088025
372,0.000913,1.195323e+02,6.52762838
373,0.000072,1.195171e+02,3.75163641
374,0.000076,1.195134e+02,6.09876379
375,0.000076,1.194997e+02,3.59244642
376,0.000080,1.194949e+02,5.73040355
377,0.000077,1.194824e+02,3.45847895
378,0.000096,1.194767e+02,5.41390463
379,0.000090,1.194651e+02,3.34568336
380,0.000088,1.194587e+02,5.14196013
381,0.000086,1.194478e+02,3.25067708
382,0.000089,1.194409e+02,4.90839300
383,0.000092,1.194306e+02,3.17064405
384,0.001226,1.194232e+02,4.70797977
385,0.000090,1.194134e+02,3.10324647
386,0.000091,1.194056e+02,4.53630402
387,0.000135,1.193962e+02,3.04654889
388,0.000152,1.193882e+02,4.38963496
389,0.000112,1.193791e+02,2.99895361
390,0.000103,1.193708e+02,4.26482681
391,0.000097,1.193620e+02,2.95914599
392,0.000107,1.193620e+02,8.83501630
393,0.000108,1.193383e+02,4.81236661
394,0.000104,1.193283e+02,3.15966512
395,0.000107,1.193209e+02,4.71009638
396,0.001203,1.193112e+02,3.12623344
397,0.000080,1.193036e+02,4.62656450
398,0.000082,1.192941e+02,3.09955609
399,0.000078,1.192864e+02,4.56005931
400,0.000080,1.192770e+02,3.07898020
401,0.000081,1.192692e+02,4.50927662
402,0.000077,1.192599e+02,3.06400850
403,0.000078,1.192520e+02,4.47321584
404,0.000080,1.192429e+02,3.05427475
405,0.000080,1.192349e+02,4.45114343
406,0.000090,1.192258e+02,3.04952939
407,0.000083,1.192179e+02,4.44256994
408,0.000954,1.192088e+02,3.04963017
409,0.000077,1.192008e+02,4.44723474
410,0.000074,1.191917e+02,3.05453619
411,0.000074,1.191838e+02,4.46509638
412,0.000075,1.191747e+02,3.06430503
413,0.000076,1.191669e+02,4.49632763
414,0.000076,1.191577e+02,3.07909259
415,0.000077,1.191500e+02,4.54131505
416,0.000077,1.191407e+02,3.09915576
417,0.000080,1.191331e+02,4.60066282
418,0.000081,1.191237e+02,3.12485754
419,0.000082,1.191163e+02,4.67520073
420,0.001132,1.191067e+02,3.15667500
421,0.000091,1.190995e+02,4.76599655
422,0.000088,1.190898e+02,3.19520982
423,0.000090,1.190828e+02,4.87437266
424,0.000092,1.190728e+02,3.24120170
425,0.000089,1.190661e+02,5.00192750
426,0.000090,1.190559e+02,3.29554471
427,0.000091,1.190496e+02,5.15056208
428,0.000090,1.190390e+02,3.35930674
429,0.000092,1.190331e+02,5.32251215
430,0.000092,1.190221e+02,3.43375223
431,0.000110,1.190168e+02,5.52038683
432,0.001224,1.190052e+02,3.52036845
433,0.000093,1.190005e+02,5.74721469
434,0.000085,1.189884e+02,3.62089552
435,0.000079,1.189845e+02,6.00649850
436,0.000078,1.189717e+02,3.73736066
437,0.000077,1.189686e+02,6.30228026
438,0.000078,1.189549e+02,3.87211699
439,0.000081,1.189529e+02,6.63921847
440,0.000078,1.189383e+02,4.02788781
441,0.000091,1.189375e+02,7.02267992
442,0.000082,1.189217e+02,4.20781719
443,0.000079,1.189133e+02,3.01232051
444,0.000964,1.189052e+02,4.41316847
445,0.000074,1.188964e+02,3.09467774
446,0.000076,1.188889e+02,4.65026652
447,0.000074,1.188795e+02,3.19204470
448,0.000077,1.188727e+02,4.92382822
449,0.000074,1.188627e+02,3.30717387
450,0.000077,1.188566e+02,5.23934044
451,0.000076,1.188460e+02,3.44330290
452,0.000076,1.188409e+02,5.60314579
453,0.000076,1.188293e+02,3.60421816
454,0.000077,1.188254e+02,6.02258013
455,0.000087,1.188127e+02,3.79432925
456,0.000949,1.188102e+02,6.50614367
457,0.000080,1.187962e+02,4.01875498
458,0.000079,1.187956e+02,7.06371055
459,0.000092,1.187799e+02,4.28342468
460,0.000099,1.187713e+02,3.06332776
461,0.000094,1.187637e+02,4.59029035
462,0.000097,1.187545e+02,3.19034381
463,0.000106,1.187477e+02,4.95096928
464,0.000101,1.187378e+02,3.34447439
465,0.000103,1.187321e+02,5.37433777
466,0.000110,1.187212e+02,3.53120466
467,0.000120,1.187168e+02,5.87076289
468,0.001384,1.187046e+02,3.75695950
469,0.000096,1.187020e+02,6.45235268
470,0.000099,1.186883e+02,4.02922161
471,0.000097,1.186879e+02,7.13329781
472,0.000099,1.186721e+02,4.35667963
473,0.000098,1.186635e+02,3.10964326
474,0.000114,1.186562e+02,4.74690720
475,0.000100,1.186468e+02,3.27569636
476,0.000099,1.186406e+02,5.21369121
477,0.000101,1.186301e+02,3.48178147
478,0.000104,1.186255e+02,5.77065812
479,0.000101,1.186137e+02,3.73655778
480,0.001188,1.186110e+02,6.43388447
481,0.000081,1.185974e+02,4.05016593
482,0.000082,1.185973e+02,7.22240659
483,0.000090,1.185814e+02,4.43443736
484,0.000077,1.185726e+02,3.15582750
485,0.000080,1.185657e+02,4.89835852
486,0.000079,1.185560e+02,3.35799431
487,0.000080,1.185505e+02,5.46125997
488,0.000080,1.185395e+02,3.61329836
489,0.000079,1.185359e+02,6.14174097
490,0.000078,1.185233e+02,3.93372665
491,0.000079,1.185223e+02,6.96194244
492,0.000979,1.185072e+02,4.33330751
493,0.000101,1.184987e+02,3.12447976
494,0.000089,1.184916e+02,4.82593952
495,0.000092,1.184821e+02,3.34013701
496,0.000122,1.184765e+02,5.43275547
497,0.000103,1.184657e+02,3.61754509
498,0.000103,1.184622e+02,6.17648240
499,0.000108,1.184495e+02,3.97153154
500,0.000112,1.184489e+02,7.08437582
501,0.000111,1.184336e+02,4.41951927
502,0.000100,1.184250e+02,3.17192394
503,0.000107,1.184182e+02,4.97750776
504,0.001340,1.184084e+02,3.42132870
505,0.000097,1.184035e+02,5.67232518
506,0.000097,1.183921e+02,3.74618688
507,0.000095,1.183897e+02,6.53234635
508,0.000100,1.183761e+02,4.16508187
509,0.000094,1.183680e+02,3.07092404
510,0.000100,1.183605e+02,4.69751138
511,0.000097,1.183514e+02,3.30572684
512,0.000097,1.183456e+02,5.37087877
513,0.000109,1.183350e+02,3.61749904
514,0.000099,1.183316e+02,6.21590103
515,0.000100,1.183189e+02,4.02666503
516,0.001138,1.183110e+02,3.01900684
517,0.000081,1.183033e+02,4.55387630
518,0.000077,1.182944e+02,3.25049151
519,0.000080,1.182883e+02,5.22946667
520,0.000078,1.182781e+02,3.56273403
521,0.000079,1.182743e+02,6.08707857
522,0.000078,1.182620e+02,3.97832156
523,0.000090,1.182617e+02,7.16758930
524,0.000081,1.182464e+02,4.52401810
525,0.000079,1.182376e+02,3.24573577
526,0.000079,1.182315e+02,5.22895831
527,0.000076,1.182213e+02,3.57390110
528,0.000950,1.182176e+02,6.13297167
529,0.000078,1.182053e+02,4.01583176
530,0.000074,1.181974e+02,3.02715934
531,0.000078,1.181898e+02,4.59871485
532,0.000079,1.181809e+02,3.28788322
533,0.000084,1.181751e+02,5.36039790
534,0.000087,1.181646e+02,3.64764732
535,0.000086,1.181616e+02,6.34418056
536,0.000085,1.181488e+02,4.13578348
537,0.000114,1.181407e+02,3.08588696
538,0.000093,1.181335e+02,4.78493667
539,0.001197,1.181243e+02,3.38261597
540,0.000109,1.181192e+02,5.63824799
541,0.000092,1.181082e+02,3.79462970
542,0.000093,1.181064e+02,6.74652224
543,0.000092,1.180925e+02,4.35624119
544,0.000088,1.180841e+02,3.19122888
545,0.000089,1.180777e+02,5.10472718
546,0.000108,1.180678e+02,3.54330537
547,0.000100,1.180640e+02,6.09134485
548,0.000098,1.180519e+02,4.03294810
549,0.000099,1.180441e+02,3.05132534
550,0.000097,1.180367e+02,4.69837907
551,0.001201,1.180276e+02,3.35711253
552,0.000086,1.180224e+02,5.58930021
553,0.000077,1.180116e+02,3.79087932
554,0.000079,1.180099e+02,6.76502457
555,0.000080,1.179960e+02,4.39307452
556,0.000083,1.179876e+02,3.22051558
557,0.000079,1.179814e+02,5.20866905
558,0.000082,1.179714e+02,3.61094836
559,0.000079,1.179682e+02,6.29843019
560,0.000081,1.179556e+02,4.16199927
561,0.000083,1.179476e+02,3.11967544
562,0.000081,1.179407e+02,4.92026094
563,0.000939,1.179313e+02,3.47770396
564,0.000083,1.179271e+02,5.94614470
565,0.000075,1.179154e+02,3.99110208
566,0.000075,1.179077e+02,3.04668900
567,0.000074,1.179003e+02,4.70677491
568,0.000073,1.178913e+02,3.38104050
569,0.000076,1.178864e+02,5.68611799
570,0.000106,1.178754e+02,3.86720592
571,0.000087,1.178745e+02,7.00327694
572,0.000080,1.178601e+02,4.55608980
573,0.000080,1.178514e+02,3.31473376
574,0.000079,1.178460e+02,5.50690914
575,0.001102,1.178354e+02,3.78451926
576,0.000093,1.178338e+02,6.79732650
577,0.000095,1.178200e+02,4.45782895
578,0.000092,1.178116e+02,3.27312496
579,0.000090,1.178058e+02,5.39519149
580,0.000089,1.177955e+02,3.73537850
581,0.000099,1.177935e+02,6.67706872
582,0.000095,1.177801e+02,4.40407269
583,0.000093,1.177717e+02,3.25256681
584,0.000093,1.177659e+02,5.34342676
585,0.000092,1.177557e+02,3.71644731
586,0.000098,1.177536e+02,6.63699369
587,0.001231,1.177403e+02,4.39297358
588,0.000091,1.177320e+02,3.25196631
589,0.000096,1.177261e+02,5.34896984
590,0.000100,1.177159e+02,3.72607913
591,0.000092,1.177139e+02,6.67256708
592,0.000087,1.177006e+02,4.42161411
593,0.000082,1.176922e+02,3.27042848
594,0.000080,1.176865e+02,5.41027946
595,0.000080,1.176762e+02,3.76437666
596,0.000082,1.176746e+02,6.78538101
597,0.000081,1.176610e+02,4.49232823
598,0.000081,1.176525e+02,3.30924899
599,0.000972,1.176472e+02,5.53007291
600,0.000077,1.176366e+02,3.83291551
601,0.000080,1.176356e+02,6.97778695
602,0.000076,1.176216e+02,4.60642661
603,0.000081,1.176129e+02,3.36992983
604,0.000074,1.176080e+02,5.71217405
605,0.000077,1.175971e+02,3.93503266
606,0.000077,1.175971e+02,7.25826234
607,0.000077,1.175823e+02,4.77053004
608,0.000077,1.175733e+02,3.45631200
609,0.000077,1.175691e+02,5.96485756
610,0.000080,1.175577e+02,4.07573620
611,0.000910,1.175499e+02,3.12033134
612,0.000080,1.175431e+02,4.98839723
613,0.000080,1.175338e+02,3.57169794
614,0.000080,1.175306e+02,6.29532257
615,0.000088,1.175183e+02,4.26084951
616,0.000082,1.175103e+02,3.21290130
617,0.000095,1.175042e+02,5.27321242
618,0.000087,1.174943e+02,3.72381799
619,0.000095,1.174925e+02,6.72025418
620,0.000090,1.174792e+02,4.50050414
621,0.000093,1.174708e+02,3.33469460
622,0.000095,1.174657e+02,5.63770134
623,0.001237,1.174550e+02,3.92146974
624,0.000098,1.174550e+02,7.25945897
625,0.000092,1.174403e+02,4.80837965
626,0.000099,1.174313e+02,3.49405389
627,0.000096,1.174275e+02,6.09990300
628,0.000091,1.174159e+02,4.17606787
629,0.000092,1.174080e+02,3.18188833
630,0.000098,1.174017e+02,5.19712263
631,0.000094,1.173920e+02,3.69994397
632,0.000094,1.173900e+02,6.67885569
633,0.000100,1.173769e+02,4.50109758
634,0.000101,1.173685e+02,3.34646207
635,0.001059,1.173636e+02,5.69006080
636,0.000080,1.173528e+02,3.96692877
637,0.000082,1.173453e+02,3.08631240
638,0.000079,1.173383e+02,4.91416168
639,0.000078,1.173292e+02,3.56169540
640,0.000078,1.173260e+02,6.31032243
641,0.000079,1.173139e+02,4.31117360
642,0.000079,1.173058e+02,3.25821645
643,0.000078,1.173002e+02,5.44162246
644,0.000078,1.172901e+02,3.84438513
645,0.000080,1.172894e+02,7.09319577
646,0.000079,1.172754e+02,4.75541405
647,0.000927,1.172665e+02,3.48759441
648,0.000077,1.172628e+02,6.11378126
649,0.000076,1.172512e+02,4.21523120
650,0.000077,1.172433e+02,3.21652142
651,0.000075,1.172373e+02,5.32682006
652,0.000078,1.172274e+02,3.79263033
653,0.000077,1.172264e+02,6.96734319
654,0.000077,1.172127e+02,4.69879282
655,0.000077,1.172040e+02,3.46575870
656,0.000080,1.172001e+02,6.06312569
657,0.000081,1.171886e+02,4.19881317
658,0.000084,1.171808e+02,3.21404352
659,0.001081,1.171748e+02,5.32875430
660,0.000091,1.171650e+02,3.80277408
661,0.000089,1.171640e+02,7.00848278
662,0.000085,1.171503e+02,4.73598289
663,0.000088,1.171416e+02,3.49223893
664,0.000170,1.171379e+02,6.14991802
